N° Client;Raison social;Civilité;Responsable;Rue;CP;Ville;CA 2014;Représentant;Tel;date du dernier achat;Type de client;Date de relance commerciale;Nombre de jour(s) de retard;Réduction 1;Réduction 2
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;20 515 €;FRANGIN;02-41-35-52-15;06/05/15;Bon client;03/09/15;67;3,00%;3,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;27 297 €;PILLON;09-64-08-19-44;09/03/15;Bon client;07/07/15;125;3,00%;3,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;33 400 €;FRANGIN;01-39-27-42-58;15/09/15;Très bon client;14/12/15;;5,00%;10,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;27 022 €;GOUTAL;02-32-88-84-46;03/08/15;Bon client;01/12/15;;3,00%;6,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;36 520 €;BOILOT;01-49-81-22-61;05/05/15;Très bon client;03/08/15;98;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;33 616 €;BOILOT;03-22-66-85-43;24/08/15;Très bon client;22/11/15;;5,00%;10,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;24 628 €;PILLON;01-46-33-68-67;15/03/15;Bon client;13/07/15;119;3,00%;3,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;26 753 €;PILLON;03-80-66-62-09;20/05/15;Bon client;17/09/15;53;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;7 294 €;BOILOT;01-49-28-20-25;17/07/15;;15/10/15;25;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;21 602 €;FRANGIN;02-47-47-82-21;24/10/15;Bon client;21/02/16;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;12 256 €;PILLON;01-42-38-92-88;15/07/15;;13/10/15;27;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;34 880 €;GOUTAL;01-42-16-16-83;04/06/15;Très bon client;02/09/15;68;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;25 778 €;BOILOT;01-45-21-28-46;02/11/15;Bon client;01/03/16;;3,00%;6,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;31 170 €;GOUTAL;01-49-36-73-57;23/08/15;Très bon client;21/11/15;;5,00%;10,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;26 606 €;BOILOT;01-44-49-52-54;12/02/15;Bon client;12/06/15;150;3,00%;3,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;28 303 €;PILLON;03-80-66-62-09;19/12/14;Bon client;18/04/15;205;3,00%;3,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;39 384 €;GOUTAL;03-81-21-93-12;01/08/15;Très bon client;30/10/15;10;5,00%;10,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;10 481 €;PILLON;03-83-15-43-24;12/01/15;;12/04/15;211;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;14 125 €;BOILOT;03-88-11-60-03;18/08/15;;16/11/15;;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;8 498 €;PILLON;01-42-34-80-52;05/04/15;;04/07/15;128;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;20 494 €;GOUTAL;01-49-36-73-57;03/03/15;Bon client;01/07/15;131;3,00%;3,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;4 956 €;FRANGIN;01-39-27-42-58;10/10/15;;08/01/16;;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;26 710 €;BOILOT;01-44-49-52-54;05/08/15;Bon client;03/12/15;;3,00%;6,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;21 709 €;PILLON;01-46-33-68-67;25/10/15;Bon client;22/02/16;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;11 778 €;PILLON;01-42-38-92-88;07/02/15;;08/05/15;185;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;12 664 €;BOILOT;01-49-28-20-25;16/04/15;;15/07/15;117;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;9 741 €;GOUTAL;01-42-16-16-83;26/07/15;;24/10/15;16;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;29 716 €;BOILOT;01-45-21-28-46;14/03/15;Bon client;12/07/15;120;3,00%;3,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;7 542 €;FRANGIN;01-49-09-58-14;25/10/15;;23/01/16;;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;12 140 €;BOILOT;01-49-81-22-61;19/07/15;;17/10/15;23;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;30 155 €;GOUTAL;02-32-88-84-46;12/03/15;Très bon client;10/06/15;152;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;13 656 €;BOILOT;03-22-66-85-43;08/08/15;;06/11/15;3;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;14 941 €;PILLON;09-64-08-19-44;25/10/15;;23/01/16;;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;27 111 €;FRANGIN;03-20-44-41-65;02/05/15;Bon client;30/08/15;71;3,00%;3,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;23 719 €;FRANGIN;02-47-47-82-21;11/05/15;Bon client;08/09/15;62;3,00%;3,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;10 284 €;FRANGIN;02-41-35-52-15;13/04/15;;12/07/15;120;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;42 611 €;GOUTAL;03-81-21-93-12;02/12/14;Très bon client;02/03/15;252;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;18 813 €;BOILOT;03-88-11-60-03;24/10/15;;22/01/16;;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;38 680 €;FRANGIN;01-49-09-58-14;10/06/15;Très bon client;08/09/15;62;5,00%;5,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;26 371 €;PILLON;01-42-34-80-52;07/08/15;Bon client;05/12/15;;3,00%;6,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;33 891 €;PILLON;03-83-15-43-24;12/08/15;Très bon client;10/11/15;;5,00%;10,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;38 347 €;FRANGIN;03-20-44-41-65;08/02/15;Très bon client;09/05/15;184;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;37 690 €;FRANGIN;02-41-35-52-15;14/05/15;Très bon client;12/08/15;89;5,00%;5,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;27 375 €;PILLON;09-64-08-19-44;16/10/15;Bon client;13/02/16;;3,00%;6,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;6 142 €;FRANGIN;01-39-27-42-58;25/05/15;;23/08/15;78;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;37 381 €;GOUTAL;02-32-88-84-46;10/01/15;Très bon client;10/04/15;213;5,00%;5,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;22 744 €;BOILOT;01-49-81-22-61;04/07/15;Bon client;01/11/15;8;3,00%;3,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;9 131 €;BOILOT;03-22-66-85-43;16/06/15;;14/09/15;56;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;4 786 €;PILLON;01-46-33-68-67;17/10/15;;15/01/16;;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;29 328 €;PILLON;03-80-66-62-09;17/11/15;Bon client;16/03/16;;3,00%;6,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;33 273 €;BOILOT;01-49-28-20-25;15/01/15;Très bon client;15/04/15;208;5,00%;5,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;34 271 €;FRANGIN;02-47-47-82-21;10/02/15;Très bon client;11/05/15;182;5,00%;5,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;24 990 €;PILLON;01-42-38-92-88;03/06/15;Bon client;01/10/15;39;3,00%;3,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;12 317 €;GOUTAL;01-42-16-16-83;11/01/15;;11/04/15;212;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;29 716 €;BOILOT;01-45-21-28-46;13/02/15;Bon client;13/06/15;149;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;30 513 €;GOUTAL;01-49-36-73-57;06/11/15;Très bon client;04/02/16;;5,00%;10,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;3 189 €;BOILOT;01-44-49-52-54;28/05/15;;26/08/15;75;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;16 748 €;GOUTAL;03-81-21-93-12;13/07/15;;11/10/15;29;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;15 939 €;BOILOT;03-88-11-60-03;03/03/15;;01/06/15;161;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;37 929 €;FRANGIN;01-49-09-58-14;12/03/15;Très bon client;10/06/15;152;5,00%;5,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;35 784 €;PILLON;01-42-34-80-52;30/04/15;Très bon client;29/07/15;103;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;14 481 €;PILLON;03-83-15-43-24;20/05/15;;18/08/15;83;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;24 603 €;FRANGIN;03-20-44-41-65;18/07/15;Bon client;15/11/15;;3,00%;6,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;42 805 €;FRANGIN;02-41-35-52-15;05/10/15;Très bon client;03/01/16;;5,00%;10,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;7 657 €;PILLON;09-64-08-19-44;13/09/15;;12/12/15;;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;32 472 €;FRANGIN;01-39-27-42-58;04/07/15;Très bon client;02/10/15;38;5,00%;5,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;33 405 €;GOUTAL;02-32-88-84-46;19/05/15;Très bon client;17/08/15;84;5,00%;5,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;8 887 €;BOILOT;01-49-81-22-61;13/06/15;;11/09/15;59;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;37 111 €;BOILOT;03-22-66-85-43;20/04/15;Très bon client;19/07/15;113;5,00%;5,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;40 058 €;PILLON;01-46-33-68-67;26/07/15;Très bon client;24/10/15;16;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;33 854 €;PILLON;03-80-66-62-09;12/11/15;Très bon client;10/02/16;;5,00%;10,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;18 256 €;BOILOT;01-49-28-20-25;04/07/15;;02/10/15;38;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;18 768 €;FRANGIN;02-47-47-82-21;10/04/15;;09/07/15;123;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;29 136 €;PILLON;01-42-38-92-88;14/11/15;Bon client;13/03/16;;3,00%;6,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;37 563 €;GOUTAL;01-42-16-16-83;15/08/15;Très bon client;13/11/15;;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;6 322 €;BOILOT;01-45-21-28-46;12/05/15;;10/08/15;91;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;12 041 €;GOUTAL;01-49-36-73-57;07/04/15;;06/07/15;126;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;35 890 €;BOILOT;01-44-49-52-54;10/11/15;Très bon client;08/02/16;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;20 649 €;GOUTAL;03-81-21-93-12;16/06/15;Bon client;14/10/15;26;3,00%;3,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;19 899 €;BOILOT;03-88-11-60-03;19/01/15;;19/04/15;204;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;27 150 €;FRANGIN;01-49-09-58-14;10/09/15;Bon client;08/01/16;;3,00%;6,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;19 020 €;PILLON;01-42-34-80-52;03/01/15;;03/04/15;220;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;28 087 €;PILLON;03-83-15-43-24;03/05/15;Bon client;31/08/15;70;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;12 450 €;FRANGIN;03-20-44-41-65;23/03/15;;21/06/15;141;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;5 642 €;FRANGIN;02-41-35-52-15;18/06/15;;16/09/15;54;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;24 395 €;PILLON;09-64-08-19-44;10/01/15;Bon client;10/05/15;183;3,00%;3,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;40 217 €;FRANGIN;01-39-27-42-58;30/01/15;Très bon client;30/04/15;193;5,00%;5,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;7 922 €;GOUTAL;02-32-88-84-46;24/03/15;;22/06/15;140;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;31 053 €;BOILOT;01-49-81-22-61;25/07/15;Très bon client;23/10/15;17;5,00%;10,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;4 456 €;BOILOT;03-22-66-85-43;22/04/15;;21/07/15;111;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;15 877 €;PILLON;01-46-33-68-67;24/06/15;;22/09/15;48;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;24 346 €;PILLON;03-80-66-62-09;20/06/15;Bon client;18/10/15;22;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;22 232 €;BOILOT;01-49-28-20-25;04/09/15;Bon client;02/01/16;;3,00%;6,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;5 697 €;FRANGIN;02-47-47-82-21;28/12/14;;28/03/15;226;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;8 965 €;PILLON;01-42-38-92-88;08/09/15;;07/12/15;;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;37 231 €;GOUTAL;01-42-16-16-83;10/10/15;Très bon client;08/01/16;;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;33 255 €;BOILOT;01-45-21-28-46;14/01/15;Très bon client;14/04/15;209;5,00%;5,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;17 457 €;GOUTAL;01-49-36-73-57;18/05/15;;16/08/15;85;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;7 274 €;BOILOT;01-44-49-52-54;08/03/15;;06/06/15;156;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;30 389 €;PILLON;03-80-66-62-09;23/05/15;Très bon client;21/08/15;80;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;27 182 €;GOUTAL;03-81-21-93-12;25/06/15;Bon client;23/10/15;17;3,00%;3,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;38 146 €;PILLON;03-83-15-43-24;30/03/15;Très bon client;28/06/15;134;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;29 346 €;BOILOT;03-88-11-60-03;04/04/15;Bon client;02/08/15;99;3,00%;3,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;24 487 €;PILLON;01-42-34-80-52;16/05/15;Bon client;13/09/15;57;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;25 711 €;GOUTAL;01-49-36-73-57;05/10/15;Bon client;02/02/16;;3,00%;6,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;9 531 €;FRANGIN;01-39-27-42-58;26/01/15;;26/04/15;197;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;34 992 €;BOILOT;01-44-49-52-54;19/10/15;Très bon client;17/01/16;;5,00%;10,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;26 425 €;PILLON;01-46-33-68-67;23/08/15;Bon client;21/12/15;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;34 120 €;PILLON;01-42-38-92-88;23/12/14;Très bon client;23/03/15;231;5,00%;5,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;32 648 €;BOILOT;01-49-28-20-25;13/10/15;Très bon client;11/01/16;;5,00%;10,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;9 492 €;GOUTAL;01-42-16-16-83;13/10/15;;11/01/16;;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;23 649 €;BOILOT;01-45-21-28-46;01/05/15;Bon client;29/08/15;72;3,00%;3,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;42 041 €;FRANGIN;01-49-09-58-14;09/09/15;Très bon client;08/12/15;;5,00%;10,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;19 269 €;BOILOT;01-49-81-22-61;24/07/15;;22/10/15;18;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;42 801 €;GOUTAL;02-32-88-84-46;17/06/15;Très bon client;15/09/15;55;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;21 374 €;BOILOT;03-22-66-85-43;26/02/15;Bon client;26/06/15;136;3,00%;3,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;27 431 €;PILLON;09-64-08-19-44;17/03/15;Bon client;15/07/15;117;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;36 075 €;FRANGIN;03-20-44-41-65;06/08/15;Très bon client;04/11/15;5;5,00%;10,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;39 470 €;FRANGIN;02-47-47-82-21;29/08/15;Très bon client;27/11/15;;5,00%;10,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;42 246 €;FRANGIN;02-41-35-52-15;30/09/15;Très bon client;29/12/15;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;11 471 €;GOUTAL;03-81-21-93-12;23/03/15;;21/06/15;141;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;30 704 €;BOILOT;03-88-11-60-03;25/08/15;Très bon client;23/11/15;;5,00%;10,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;22 765 €;FRANGIN;01-49-09-58-14;28/05/15;Bon client;25/09/15;45;3,00%;3,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;30 118 €;PILLON;01-42-34-80-52;28/02/15;Très bon client;29/05/15;164;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;14 601 €;PILLON;03-83-15-43-24;31/01/15;;01/05/15;192;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;34 090 €;FRANGIN;03-20-44-41-65;26/01/15;Très bon client;26/04/15;197;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;8 972 €;FRANGIN;02-41-35-52-15;02/05/15;;31/07/15;101;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;33 436 €;PILLON;09-64-08-19-44;11/06/15;Très bon client;09/09/15;61;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;29 936 €;FRANGIN;01-39-27-42-58;28/03/15;Bon client;26/07/15;106;3,00%;3,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;26 958 €;GOUTAL;02-32-88-84-46;22/08/15;Bon client;20/12/15;;3,00%;6,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;37 272 €;BOILOT;01-49-81-22-61;04/03/15;Très bon client;02/06/15;160;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;26 093 €;BOILOT;03-22-66-85-43;07/10/15;Bon client;04/02/16;;3,00%;6,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;11 170 €;PILLON;01-46-33-68-67;28/11/14;;26/02/15;256;;
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;20 445 €;PILLON;03-80-66-62-09;11/01/15;Bon client;11/05/15;182;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;9 711 €;BOILOT;01-49-28-20-25;06/10/15;;04/01/16;;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;29 491 €;FRANGIN;02-47-47-82-21;14/03/15;Bon client;12/07/15;120;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;10 714 €;PILLON;01-42-38-92-88;19/09/15;;18/12/15;;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;18 457 €;GOUTAL;01-42-16-16-83;13/01/15;;13/04/15;210;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;8 687 €;BOILOT;01-45-21-28-46;31/08/15;;29/11/15;;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;23 363 €;GOUTAL;01-49-36-73-57;11/03/15;Bon client;09/07/15;123;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;20 107 €;BOILOT;01-44-49-52-54;12/05/15;Bon client;09/09/15;61;3,00%;3,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;37 901 €;GOUTAL;03-81-21-93-12;26/01/15;Très bon client;26/04/15;197;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;21 263 €;BOILOT;03-88-11-60-03;16/05/15;Bon client;13/09/15;57;3,00%;3,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;7 664 €;FRANGIN;01-49-09-58-14;13/02/15;;14/05/15;179;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;5 893 €;PILLON;01-42-34-80-52;04/02/15;;05/05/15;188;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;39 054 €;PILLON;03-83-15-43-24;10/04/15;Très bon client;09/07/15;123;5,00%;5,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;40 408 €;FRANGIN;03-20-44-41-65;17/07/15;Très bon client;15/10/15;25;5,00%;10,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;29 234 €;FRANGIN;02-41-35-52-15;02/09/15;Bon client;31/12/15;;3,00%;6,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;34 275 €;PILLON;09-64-08-19-44;06/04/15;Très bon client;05/07/15;127;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;24 812 €;FRANGIN;01-39-27-42-58;13/03/15;Bon client;11/07/15;121;3,00%;3,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;12 947 €;GOUTAL;02-32-88-84-46;18/12/14;;18/03/15;236;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;17 025 €;BOILOT;01-49-81-22-61;23/06/15;;21/09/15;49;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;12 048 €;BOILOT;03-22-66-85-43;04/06/15;;02/09/15;68;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;37 319 €;PILLON;01-46-33-68-67;12/11/15;Très bon client;10/02/16;;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;15 950 €;PILLON;03-80-66-62-09;07/03/15;;05/06/15;157;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;24 093 €;BOILOT;01-49-28-20-25;28/09/15;Bon client;26/01/16;;3,00%;6,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;33 205 €;FRANGIN;02-47-47-82-21;01/10/15;Très bon client;30/12/15;;5,00%;10,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;21 110 €;PILLON;01-42-38-92-88;12/07/15;Bon client;09/11/15;;3,00%;3,00%
